Source Url,Target Url,Anchor,Source Title,Target Title,Page Ascore,Domain Ascore,Response Code,First Seen,Last Seen,External Link Num,Internal Link Num,Source Size,Ip,Lang,Position,Nofollow,Sponsored,Ugc,Redirect,Text,Image,Form,Frame,Sitewide,Newlink,Lostlink,Lost Due,Redirect Url,Redirect Code,Image Url,Image Alt,Author Id,Author Name,Platform,Mobile,Canonical,Canonical Resolved,Urlanchor
http://wants.cfd/domain/domain/part/212869,https://shoppingjin.pk/,shoppingjin.pk,seo domain research,shoppingjin.pk,0,2,200,2026-03-23 15:22:32,2026-03-23 15:22:32,5041,3,842440,147.135.215.43,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.all.ind.in/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,all.ind.in | few of top websites | page no. 232,,0,2,200,2025-11-11 02:37:49,2025-11-11 02:37:49,1000,1020,331999,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.allaboutseo.net/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,allaboutseo.net | few of top websites | page no. 232,,0,2,200,2025-09-26 02:23:21,2025-11-17 04:25:01,1000,1020,332015,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.backlinks.sbs/domain-list-229,http://shoppingjin.pk/,shoppingjin.pk,backlinks.sbs | few of top websites | page no. 229,,0,3,200,2025-08-16 20:12:28,2026-05-19 20:40:04,1000,1020,431265,118.139.181.189,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.bestadultdirectory.com/domain-list-229,http://shoppingjin.pk/,shoppingjin.pk,bestadultdirectory.com | few of top websites | page no. 229,,0,3,200,2025-08-09 21:58:33,2025-11-23 19:58:46,1000,1018,330454,184.168.114.4,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.bestweddingdirectory.com/domain-list-229,http://shoppingjin.pk/,shoppingjin.pk,bestweddingdirectory.com | few of top websites | page no. 229,,0,3,200,2026-02-24 18:10:37,2026-02-24 18:10:37,1000,1020,431297,118.139.181.189,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.foxtuning.com/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,foxtuning.com | few of top websites | page no. 232,,0,3,200,2025-11-04 15:40:38,2025-11-17 22:55:54,1000,1020,332008,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.freeglobaldirectory.com/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,freeglobaldirectory.com | few of top websites | page no. 232,,0,3,200,2025-10-11 18:22:45,2025-11-23 04:28:37,1000,1020,332041,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.fullclassical.com/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,fullclassical.com | few of top websites | page no. 232,,0,2,200,2025-04-08 16:12:44,2026-05-09 18:16:15,1000,1020,332023,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
http://www.in.homes/domain-list-232,http://shoppingjin.pk/,shoppingjin.pk,in.homes | few of top websites | page no. 232,,0,2,200,2025-11-23 13:38:18,2026-05-15 00:56:31,1000,1020,331995,68.178.238.49,en,,Yes,No,No,No,Yes,No,No,No,No,No,No,,,0,,,0,,,Yes,No,No,Yes
